mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_decision_function_shape,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,split21_test_score,split22_test_score,split23_test_score,split24_test_score,split25_test_score,split26_test_score,split27_test_score,split28_test_score,split29_test_score,split30_test_score,split31_test_score,split32_test_score,split33_test_score,split34_test_score,split35_test_score,split36_test_score,split37_test_score,split38_test_score,split39_test_score,split40_test_score,split41_test_score,split42_test_score,split43_test_score,split44_test_score,split45_test_score,split46_test_score,split47_test_score,split48_test_score,split49_test_score,mean_test_score,std_test_score,rank_test_score
0.37552370548248293,0.00550960914810302,0.0935335922241211,0.0017577902434743925,10,ovo,0.1,rbf,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 0.1, 'kernel': 'rbf'}",0.9089900110987791,0.9211986681465039,0.9178690344062154,0.9234184239733629,0.8966666666666666,0.904550499445061,0.9267480577136515,0.9112097669256382,0.9078801331853497,0.9088888888888889,0.9089900110987791,0.9156492785793563,0.9289678135405105,0.9134295227524972,0.9033333333333333,0.9189789123196448,0.8990011098779135,0.9156492785793563,0.9123196448390677,0.9033333333333333,0.9167591564927858,0.904550499445061,0.9167591564927858,0.9112097669256382,0.9166666666666666,0.9089900110987791,0.9211986681465039,0.9145394006659268,0.9178690344062154,0.9066666666666666,0.9034406215316315,0.9012208657047724,0.9223085460599334,0.9145394006659268,0.9211111111111111,0.9134295227524972,0.9267480577136515,0.9145394006659268,0.9034406215316315,0.9011111111111111,0.9245283018867925,0.904550499445061,0.9067702552719201,0.9078801331853497,0.9255555555555556,0.9267480577136515,0.902330743618202,0.925638179800222,0.9056603773584906,0.9155555555555556,0.9129877666789987,0.00838848246694666,1
0.3755405569076538,0.005882853859122474,0.09387428283691407,0.0024542404315814883,10,ovr,0.1,rbf,"{'C': 10, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'rbf'}",0.9089900110987791,0.9211986681465039,0.9178690344062154,0.9234184239733629,0.8966666666666666,0.904550499445061,0.9267480577136515,0.9112097669256382,0.9078801331853497,0.9088888888888889,0.9089900110987791,0.9156492785793563,0.9289678135405105,0.9134295227524972,0.9033333333333333,0.9189789123196448,0.8990011098779135,0.9156492785793563,0.9123196448390677,0.9033333333333333,0.9167591564927858,0.904550499445061,0.9167591564927858,0.9112097669256382,0.9166666666666666,0.9089900110987791,0.9211986681465039,0.9145394006659268,0.9178690344062154,0.9066666666666666,0.9034406215316315,0.9012208657047724,0.9223085460599334,0.9145394006659268,0.9211111111111111,0.9134295227524972,0.9267480577136515,0.9145394006659268,0.9034406215316315,0.9011111111111111,0.9245283018867925,0.904550499445061,0.9067702552719201,0.9078801331853497,0.9255555555555556,0.9267480577136515,0.902330743618202,0.925638179800222,0.9056603773584906,0.9155555555555556,0.9129877666789987,0.00838848246694666,1
0.23682695388793945,0.00364854699986789,0.07706566810607911,0.0017691503048094506,10,ovo,scale,rbf,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.9034406215316315,0.9134295227524972,0.9167591564927858,0.9112097669256382,0.8988888888888888,0.8923418423973363,0.9223085460599334,0.9178690344062154,0.9067702552719201,0.9066666666666666,0.8867924528301887,0.9200887902330743,0.9245283018867925,0.9034406215316315,0.8911111111111111,0.9145394006659268,0.9012208657047724,0.9012208657047724,0.9100998890122086,0.9022222222222223,0.9167591564927858,0.902330743618202,0.9134295227524972,0.9123196448390677,0.9,0.9078801331853497,0.9123196448390677,0.9012208657047724,0.9067702552719201,0.9044444444444445,0.9112097669256382,0.9156492785793563,0.9200887902330743,0.9012208657047724,0.9133333333333333,0.9100998890122086,0.9167591564927858,0.902330743618202,0.9078801331853497,0.9022222222222223,0.9112097669256382,0.9156492785793563,0.9001109877913429,0.8945615982241953,0.9177777777777778,0.9067702552719201,0.8956714761376249,0.9245283018867925,0.8956714761376249,0.92,0.9081033666296706,0.008926013721434704,3
0.23704134464263915,0.0037190963217014956,0.0773956823348999,0.0017317397365558915,10,ovr,scale,rbf,"{'C': 10, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'rbf'}",0.9034406215316315,0.9134295227524972,0.9167591564927858,0.9112097669256382,0.8988888888888888,0.8923418423973363,0.9223085460599334,0.9178690344062154,0.9067702552719201,0.9066666666666666,0.8867924528301887,0.9200887902330743,0.9245283018867925,0.9034406215316315,0.8911111111111111,0.9145394006659268,0.9012208657047724,0.9012208657047724,0.9100998890122086,0.9022222222222223,0.9167591564927858,0.902330743618202,0.9134295227524972,0.9123196448390677,0.9,0.9078801331853497,0.9123196448390677,0.9012208657047724,0.9067702552719201,0.9044444444444445,0.9112097669256382,0.9156492785793563,0.9200887902330743,0.9012208657047724,0.9133333333333333,0.9100998890122086,0.9167591564927858,0.902330743618202,0.9078801331853497,0.9022222222222223,0.9112097669256382,0.9156492785793563,0.9001109877913429,0.8945615982241953,0.9177777777777778,0.9067702552719201,0.8956714761376249,0.9245283018867925,0.8956714761376249,0.92,0.9081033666296706,0.008926013721434704,3
0.23577879428863524,0.003786074911420635,0.07665474891662598,0.0018121145942425999,10,ovo,auto,rbf,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'kernel': 'rbf'}",0.9034406215316315,0.9134295227524972,0.9167591564927858,0.9112097669256382,0.8988888888888888,0.8912319644839067,0.9223085460599334,0.9178690344062154,0.9067702552719201,0.9066666666666666,0.8867924528301887,0.9211986681465039,0.9245283018867925,0.9034406215316315,0.8911111111111111,0.9145394006659268,0.9001109877913429,0.9012208657047724,0.9100998890122086,0.9022222222222223,0.9167591564927858,0.902330743618202,0.9134295227524972,0.9123196448390677,0.9,0.9078801331853497,0.9123196448390677,0.9012208657047724,0.9067702552719201,0.9044444444444445,0.9112097669256382,0.9156492785793563,0.9200887902330743,0.9012208657047724,0.9122222222222223,0.9100998890122086,0.9167591564927858,0.902330743618202,0.9078801331853497,0.9022222222222223,0.9112097669256382,0.9156492785793563,0.9001109877913429,0.8945615982241953,0.9166666666666666,0.9067702552719201,0.8967813540510544,0.9245283018867925,0.8945615982241953,0.92,0.9080367246269576,0.008984253281879972,5
0.2458157730102539,0.04073443369107887,0.07785660266876221,0.004296041960427271,10,ovr,auto,rbf,"{'C': 10, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'rbf'}",0.9034406215316315,0.9134295227524972,0.9167591564927858,0.9112097669256382,0.8988888888888888,0.8912319644839067,0.9223085460599334,0.9178690344062154,0.9067702552719201,0.9066666666666666,0.8867924528301887,0.9211986681465039,0.9245283018867925,0.9034406215316315,0.8911111111111111,0.9145394006659268,0.9001109877913429,0.9012208657047724,0.9100998890122086,0.9022222222222223,0.9167591564927858,0.902330743618202,0.9134295227524972,0.9123196448390677,0.9,0.9078801331853497,0.9123196448390677,0.9012208657047724,0.9067702552719201,0.9044444444444445,0.9112097669256382,0.9156492785793563,0.9200887902330743,0.9012208657047724,0.9122222222222223,0.9100998890122086,0.9167591564927858,0.902330743618202,0.9078801331853497,0.9022222222222223,0.9112097669256382,0.9156492785793563,0.9001109877913429,0.8945615982241953,0.9166666666666666,0.9067702552719201,0.8967813540510544,0.9245283018867925,0.8945615982241953,0.92,0.9080367246269576,0.008984253281879972,5
0.4012537622451782,0.007512149544796054,0.09257696628570557,0.0023379277888302685,100,ovr,0.1,rbf,"{'C': 100, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'rbf'}",0.9100998890122086,0.9189789123196448,0.9178690344062154,0.9167591564927858,0.8911111111111111,0.9067702552719201,0.9156492785793563,0.9067702552719201,0.9100998890122086,0.91,0.8834628190899001,0.9056603773584906,0.9200887902330743,0.9067702552719201,0.9066666666666666,0.9089900110987791,0.8912319644839067,0.9078801331853497,0.9078801331853497,0.8988888888888888,0.9089900110987791,0.8990011098779135,0.9156492785793563,0.9112097669256382,0.9077777777777778,0.9067702552719201,0.9089900110987791,0.9178690344062154,0.9067702552719201,0.8966666666666666,0.904550499445061,0.8956714761376249,0.9156492785793563,0.9078801331853497,0.9055555555555556,0.9178690344062154,0.9167591564927858,0.9034406215316315,0.9001109877913429,0.9011111111111111,0.9100998890122086,0.8901220865704772,0.9012208657047724,0.9089900110987791,0.9122222222222223,0.9223085460599334,0.8890122086570478,0.9145394006659268,0.8956714761376249,0.9066666666666666,0.906815464298927,0.008683913787194852,7
0.4026458263397217,0.007603949744869529,0.09139968395233154,0.0020873564869977796,100,ovo,0.1,rbf,"{'C': 100, 'decision_function_shape': 'ovo', 'gamma': 0.1, 'kernel': 'rbf'}",0.9100998890122086,0.9189789123196448,0.9178690344062154,0.9167591564927858,0.8911111111111111,0.9067702552719201,0.9156492785793563,0.9067702552719201,0.9100998890122086,0.91,0.8834628190899001,0.9056603773584906,0.9200887902330743,0.9067702552719201,0.9066666666666666,0.9089900110987791,0.8912319644839067,0.9078801331853497,0.9078801331853497,0.8988888888888888,0.9089900110987791,0.8990011098779135,0.9156492785793563,0.9112097669256382,0.9077777777777778,0.9067702552719201,0.9089900110987791,0.9178690344062154,0.9067702552719201,0.8966666666666666,0.904550499445061,0.8956714761376249,0.9156492785793563,0.9078801331853497,0.9055555555555556,0.9178690344062154,0.9167591564927858,0.9034406215316315,0.9001109877913429,0.9011111111111111,0.9100998890122086,0.8901220865704772,0.9012208657047724,0.9089900110987791,0.9122222222222223,0.9223085460599334,0.8890122086570478,0.9145394006659268,0.8956714761376249,0.9066666666666666,0.906815464298927,0.008683913787194852,7
0.40044686317443845,0.007137345682750275,0.09297450065612793,0.0013071235379050082,1000,ovr,0.1,rbf,"{'C': 1000, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'rbf'}",0.9078801331853497,0.9189789123196448,0.9200887902330743,0.9145394006659268,0.89,0.9067702552719201,0.9156492785793563,0.9067702552719201,0.9067702552719201,0.9122222222222223,0.8912319644839067,0.9056603773584906,0.9178690344062154,0.904550499445061,0.9066666666666666,0.9134295227524972,0.8923418423973363,0.9078801331853497,0.9056603773584906,0.9,0.9100998890122086,0.8990011098779135,0.9123196448390677,0.9123196448390677,0.9077777777777778,0.9056603773584906,0.9089900110987791,0.9145394006659268,0.9067702552719201,0.9011111111111111,0.902330743618202,0.8990011098779135,0.9145394006659268,0.9078801331853497,0.9044444444444445,0.9156492785793563,0.9123196448390677,0.8990011098779135,0.9001109877913429,0.9,0.9145394006659268,0.8912319644839067,0.8990011098779135,0.9078801331853497,0.9122222222222223,0.9189789123196448,0.8901220865704772,0.9167591564927858,0.8934517203107658,0.9066666666666666,0.9065935873720556,0.007980256178895008,9
0.40047128677368166,0.007259222300847654,0.09244539260864258,0.0022673231064803756,1000,ovo,0.1,rbf,"{'C': 1000, 'decision_function_shape': 'ovo', 'gamma': 0.1, 'kernel': 'rbf'}",0.9078801331853497,0.9189789123196448,0.9200887902330743,0.9145394006659268,0.89,0.9067702552719201,0.9156492785793563,0.9067702552719201,0.9067702552719201,0.9122222222222223,0.8912319644839067,0.9056603773584906,0.9178690344062154,0.904550499445061,0.9066666666666666,0.9134295227524972,0.8923418423973363,0.9078801331853497,0.9056603773584906,0.9,0.9100998890122086,0.8990011098779135,0.9123196448390677,0.9123196448390677,0.9077777777777778,0.9056603773584906,0.9089900110987791,0.9145394006659268,0.9067702552719201,0.9011111111111111,0.902330743618202,0.8990011098779135,0.9145394006659268,0.9078801331853497,0.9044444444444445,0.9156492785793563,0.9123196448390677,0.8990011098779135,0.9001109877913429,0.9,0.9145394006659268,0.8912319644839067,0.8990011098779135,0.9078801331853497,0.9122222222222223,0.9189789123196448,0.8901220865704772,0.9167591564927858,0.8934517203107658,0.9066666666666666,0.9065935873720556,0.007980256178895008,9
