mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_multi_class,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,split21_test_score,split22_test_score,split23_test_score,split24_test_score,split25_test_score,split26_test_score,split27_test_score,split28_test_score,split29_test_score,split30_test_score,split31_test_score,split32_test_score,split33_test_score,split34_test_score,split35_test_score,split36_test_score,split37_test_score,split38_test_score,split39_test_score,split40_test_score,split41_test_score,split42_test_score,split43_test_score,split44_test_score,split45_test_score,split46_test_score,split47_test_score,split48_test_score,split49_test_score,mean_test_score,std_test_score,rank_test_score
1.4427658987045289,0.035306742879445546,0.02556978225708008,0.00037632634461394276,1,multinomial,l2,saga,"{'C': 1, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'saga'}",0.9785385786344261,0.9740870465849311,0.976061250868065,0.9752237490805339,0.9804145921084484,0.9762817291082889,0.9753874983239511,0.978023183216215,0.9740158762401439,0.9763802010927829,0.9766980749089982,0.9780133912320034,0.9790967747855467,0.9743153819969285,0.9737458147456515,0.9742434733817784,0.9787520249508195,0.9801998860653016,0.9776711389885175,0.9737606399349863,0.9774022186058675,0.9790780706396627,0.9758297686409657,0.9757767400776494,0.97747043019677,0.978505060640131,0.9784133577895812,0.9787944254085937,0.974788203467958,0.9748421466611339,0.9782430879113944,0.9767352216824655,0.9780154531723037,0.9721117057693052,0.9795579375453887,0.9772740868038566,0.9772877741503914,0.9754568283425421,0.9787534879081458,0.9751541399522775,0.9823493161524951,0.9747240036284783,0.9766830746972117,0.9758501726719896,0.9764184386347132,0.976037917970525,0.9775510116449766,0.9807862248959474,0.9760258124373713,0.9741843908427571,0.9768202163038233,0.0020988048143424677,1
1.4460129356384277,0.023987481912942622,0.0255144739151001,0.00036293872651078533,10,multinomial,l2,saga,"{'C': 10, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'saga'}",0.9783829011943233,0.9740170446818152,0.9763787347578982,0.9751195725854824,0.9804277682678009,0.9764715942157179,0.9751022798022021,0.9778466951765091,0.9736257753375981,0.9762909586056647,0.9768322410446721,0.9779162715826446,0.9791027740040933,0.9742122001433888,0.973415206280043,0.9743101127681111,0.9785858292827629,0.9805604842845455,0.9776397097733194,0.9737266680499361,0.9774373896221495,0.9792166907617691,0.9756227033188711,0.9759943570268123,0.9773141079641736,0.9784828832841518,0.9784607254507385,0.9787163510247202,0.9747520924956994,0.9750040751115263,0.9782218324060616,0.9764925507873361,0.9777238758266742,0.9722864507620901,0.9797188354601101,0.9773007269158226,0.9773437662837781,0.9752939996856178,0.978591486244642,0.9750004058166475,0.9822067745130185,0.9747125411412719,0.9767076407553608,0.9756834989474358,0.9767000389044508,0.9756143716414319,0.9774093983190959,0.9806954420791149,0.9761800252333417,0.9743826845800049,0.9767846508840489,0.0021146714500127274,2
1.4407522296905517,0.032991789611705846,0.025458121299743654,0.0004550003881688486,100,multinomial,l2,saga,"{'C': 100, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'saga'}",0.978287418699295,0.9739927000536193,0.9764295405436819,0.9750657214639705,0.980421658712868,0.9764895939432264,0.9750312111557914,0.977819454461757,0.9735549590119096,0.9762822353632812,0.9768347098914989,0.9779599065559974,0.9791039849644815,0.9742283801178285,0.9733681464190618,0.9743103626948377,0.9785380822353087,0.9805875691714924,0.9776218432414309,0.9737123707507698,0.9773967977287145,0.9792243910544618,0.9756041778428429,0.9760025523429802,0.9772775161669607,0.9784319920116156,0.9784591367796744,0.9787409257341716,0.9747268544083919,0.9749827129370271,0.9782036986057733,0.9764218718790847,0.9776843253617626,0.9722614578003329,0.9797139642770689,0.9772747497242186,0.9773520239501765,0.9752630958152155,0.9785390337552535,0.9750003515233254,0.9821947904880488,0.9746637078502431,0.9766832624533581,0.9756217615589999,0.9766954224158801,0.9755439148692229,0.9773964078679815,0.9806859113479174,0.9761889823276866,0.9744088735000174,0.9767656902766103,0.0021205406242761626,3
1.4237614488601684,0.08600260582326062,0.025172548294067384,0.002721305162296749,150,multinomial,l2,saga,"{'C': 150, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'saga'}",0.9782880403793515,0.9739879479469117,0.9764258077817203,0.9750608184670619,0.9804053369989972,0.9764708609829189,0.9750580688128764,0.9778157982574471,0.9735610164636764,0.9762596479579487,0.9768171259656663,0.9779346065589601,0.9790892941191442,0.9742238473399503,0.9733661723207805,0.9742969179986389,0.9785501406287735,0.9805967365860384,0.9776191826833454,0.9737142224297127,0.977400605420166,0.9792293498307035,0.9755977656603507,0.9760093930760865,0.97727367690286,0.9784272808666389,0.9784691945001676,0.9787366715963609,0.9747205008564815,0.9749978076909779,0.9782053908623226,0.9764244587304608,0.9776740257460895,0.9722595601817883,0.9797167299512399,0.9772893170236558,0.9773438160262055,0.9752515827060865,0.9785268119634601,0.9749635939066985,0.9821900573801855,0.9746768406199692,0.9766989296443211,0.9756247353392661,0.9767000805754403,0.9755415967651284,0.9773983770396445,0.9806619684290017,0.9761960455949759,0.9744090137289486,0.976763135385912,0.002119301909424005,4
1.1836098957061767,0.04736498817181313,0.025875663757324217,0.001045741147109425,0.1,multinomial,l2,saga,"{'C': 0.1, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'saga'}",0.977683631876485,0.9724870718216356,0.9739360037997373,0.9741888552163674,0.9783651568281636,0.9745765432719061,0.9750577349569467,0.9765602943621452,0.9739838359909461,0.9751665599820175,0.9733985654569173,0.9769420070487828,0.9783640677684204,0.9735353574279942,0.9733319896600616,0.9733138777818082,0.9771706687870492,0.9777262321330001,0.9765692185362014,0.9721252062800432,0.9763526460982398,0.9771450491191427,0.9751476182143716,0.9732292004507253,0.9756259280008301,0.9776372546401001,0.9767769859772819,0.9779500278699977,0.9729525883785927,0.9729779005429334,0.9765645536642846,0.9761552265267808,0.9771505139123222,0.9706628928190406,0.9775878794480756,0.9752304086847425,0.9757289988758145,0.9746028674315392,0.978035997066186,0.9735944945879587,0.9812091963586003,0.973495300895053,0.9751026159457631,0.9750966923313118,0.9744031037106202,0.9760048506444058,0.9759975685268518,0.9795944578611053,0.9740247061582563,0.9717092791437564,0.9754445936574263,0.0021341705852091835,5
1.280370225906372,0.02658612942499226,0.03426379680633545,0.017746487518185514,0.1,ovr,l2,saga,"{'C': 0.1, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'saga'}",0.9628562147329782,0.9603708291840919,0.9595274622050539,0.9608200393351651,0.9614030679185255,0.9584513159975403,0.9574389010609632,0.9606838183855201,0.9578596528396881,0.9649611956634508,0.9546619065815592,0.9621428140305248,0.9652147674381577,0.9606821294821577,0.9555528562783138,0.9582286485337912,0.9590713187848545,0.9600434960103403,0.9599063658723208,0.9644433233046309,0.9594060692870785,0.9628967223740623,0.9640410545117846,0.9581317049924895,0.9585729852681816,0.9644763568414328,0.9607281909959454,0.962566460188637,0.957543662142619,0.9578053546356815,0.9651227393729801,0.9599490586953177,0.9649756269118605,0.9512672031842125,0.9621035913130687,0.9632343931490146,0.9607908916823764,0.9610839302143372,0.9605848492090712,0.9571459141681367,0.9640316682312019,0.9555952337884619,0.9594135503494886,0.9614245620600574,0.9637839265829792,0.960633247310357,0.9616027621666895,0.9686507150568531,0.956289500213712,0.955521479752395,0.9604738705658022,0.0032491545535854333,6
1.9736848735809327,0.017133217266296397,0.026359076499938964,0.0009121636304890754,1,ovr,l2,saga,"{'C': 1, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'saga'}",0.958625611346301,0.9551362079820928,0.9565687253913829,0.958340075732411,0.9591513533561576,0.9527586390222232,0.951275537947806,0.959226894049548,0.9526099762824429,0.9621899216723728,0.9528476293170234,0.9588870128171326,0.9617267511006329,0.9565066974323768,0.9489786997268045,0.9534183729049165,0.9538595763360339,0.9574927459452061,0.9578040772199786,0.9610369275858494,0.9566181998026057,0.9600977434243022,0.9592594050392759,0.9555734291538108,0.9551561448283019,0.9602955367994067,0.9581781774421367,0.9588918239270365,0.9543822054498031,0.9547403537711382,0.961471394120563,0.9545681702975687,0.9625946045358222,0.9472329330984823,0.959054031192724,0.9603299066327725,0.9579096019075862,0.9565149349216717,0.957361413731127,0.9523043220251063,0.9631907793919663,0.9505717195824583,0.9562943366142671,0.9568693490801714,0.9606001570010724,0.9567044436000266,0.9572588539988771,0.9651625840380247,0.9518724503652576,0.9526372178995055,0.9568427531368312,0.0037562602254040656,7
1.9864869499206543,0.02599028693733869,0.026716108322143554,0.0012731164426651187,10,ovr,l2,saga,"{'C': 10, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'saga'}",0.957689172496498,0.9537470119972292,0.9557876545903856,0.9574407226656616,0.958525080229623,0.9513738469136458,0.9497420474711908,0.9583248361663971,0.9512355141945047,0.9613386554621851,0.9520530678380295,0.9579253201580972,0.96083684800387,0.9553364779288012,0.9473569647612132,0.9521423568436838,0.9527538813662941,0.9567975257175773,0.9573281543196567,0.9596735487775359,0.9558006081368337,0.9594749768790758,0.9578591270722099,0.9546911399817823,0.9543404528478059,0.9595222774369854,0.9573560076344376,0.9578740138066575,0.9535085016860376,0.9537254296780444,0.9605192572336817,0.95300982564488,0.9617106115754319,0.9464961766722313,0.958095453366532,0.9597422106049581,0.9571595712670758,0.955325669947521,0.9564805740859731,0.9509226475775495,0.9626546940298599,0.9493803718074855,0.9555112089262894,0.9556434180040696,0.9595538795518207,0.9558149488541652,0.9560173900819103,0.9642701320219947,0.9505891959805723,0.9518869637237612,0.9558469084803941,0.003885781184862655,8
2.0359150886535646,0.07803596962879726,0.026580529212951662,0.001895447845885781,100,ovr,l2,saga,"{'C': 100, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'saga'}",0.9575453145770061,0.9535996828608244,0.9556528217128936,0.9573344642776288,0.9583902138880245,0.9511375164397109,0.9495794150725105,0.9582112761560841,0.9511441067392091,0.9612008503648374,0.9519403933839318,0.9578401200490696,0.9607593066209053,0.9552315543648746,0.9471967724867728,0.9520174782566032,0.9526203139672045,0.9566872634153063,0.9572314697833416,0.9594833629007159,0.955705600891477,0.9594034178507768,0.9577077229767379,0.9546292216826162,0.9541974693087113,0.9593922062597391,0.9572599407438875,0.9577500838627593,0.9533510487818386,0.9535885778261923,0.9604364887203752,0.9528208365568688,0.9616407906103385,0.9463737952712098,0.9579329081509149,0.9595957435034845,0.9570154795225168,0.9551585174947631,0.9562853878156613,0.9507488309644845,0.9626169109009828,0.9492358643392516,0.9554677287275227,0.9555184286655767,0.9594096590241039,0.9557043715604221,0.9558764142368844,0.9641652008876884,0.9504561091221431,0.9518069189404159,0.955721107450356,0.0038989111034865055,9
2.151564679145813,0.12709212902285982,0.02804985523223877,0.002488858774878865,150,ovr,l2,saga,"{'C': 150, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'saga'}",0.9575322172420735,0.9535842137570283,0.9556203943202384,0.9573213603290804,0.9584017992876166,0.9511666192921304,0.9495819859113711,0.9582039947744205,0.951123439631026,0.9611927763945086,0.9519646135334858,0.9578109348943272,0.9607288600372975,0.9552005624594557,0.9471844900923333,0.9520032018790513,0.9526666116090203,0.9566929554586998,0.9572508582100149,0.9594795689386869,0.9556951080027443,0.9593812872843255,0.9576850051817785,0.9545678161215291,0.954215305702528,0.9593801446347994,0.9572698143928845,0.9577121111162136,0.9533549914884686,0.953595597745271,0.9604211641526514,0.9527792031813579,0.9616206556513693,0.9463746911390698,0.9579699540062941,0.9595722741815529,0.9569950024683453,0.9551501040743874,0.9563320839625391,0.9507360429850953,0.9626221254206057,0.9492164757349719,0.9554394391945487,0.9554922221104858,0.9594253973441231,0.955686963092534,0.9558930764457871,0.9641507585449437,0.950404810335255,0.9518063101289901,0.9557131478775464,0.003897928471054443,10
