mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,split21_test_score,split22_test_score,split23_test_score,split24_test_score,split25_test_score,split26_test_score,split27_test_score,split28_test_score,split29_test_score,split30_test_score,split31_test_score,split32_test_score,split33_test_score,split34_test_score,split35_test_score,split36_test_score,split37_test_score,split38_test_score,split39_test_score,split40_test_score,split41_test_score,split42_test_score,split43_test_score,split44_test_score,split45_test_score,split46_test_score,split47_test_score,split48_test_score,split49_test_score,mean_test_score,std_test_score,rank_test_score
0.005771799087524414,0.0005764062467486568,0.03840654850006103,0.0040482113228409765,0.008111308307896872,{'var_smoothing': 0.008111308307896872},0.9535050665069296,0.9591209955576913,0.9600695213245647,0.952144810980412,0.9576068091434106,0.9590008985951698,0.959869427916286,0.9561563709340891,0.9529677686394555,0.9544891533526993,0.9572353529249188,0.965420271357422,0.9499707880048736,0.957488599088735,0.9527147983884913,0.9546672880792908,0.958088537620881,0.9541678532459594,0.9605756243273842,0.9558103766815371,0.9602109883618655,0.9572719000146452,0.955598634820473,0.9621455541734824,0.947201631393298,0.9556733056705712,0.9552925906414504,0.9583926852895767,0.9609929016564112,0.9525502993913617,0.9590658843132207,0.9639436697206222,0.9549577875794142,0.9516319782010159,0.952770410485182,0.9546182708449102,0.9624113995826471,0.9574173316285901,0.952330114011801,0.9553326382404815,0.9566223839163122,0.9547556866966073,0.9559372598616033,0.9581717304615145,0.9563994983054952,0.9460937006207655,0.9631405802679256,0.9582507075455977,0.9607166839824259,0.9536690611923785,0.9564927516308369,0.003929315162336286,77
0.005173678398132324,0.00027830530575196743,0.0329631519317627,0.0005869069270876552,0.01,{'var_smoothing': 0.01},0.9535608961138431,0.9590803332125318,0.9600330303307405,0.952066153783108,0.9575884369920808,0.958960566077739,0.959837202823957,0.9561151846010082,0.9529252346348981,0.9544450132275136,0.9572054734543641,0.9653905859759359,0.9499229234637575,0.9574626171707303,0.9526727249541794,0.9546190498643657,0.9580403533771582,0.9541107700544211,0.9605840402223818,0.9557653305149222,0.9601880806368429,0.9572430559866512,0.9556478370365884,0.962111986529058,0.9471761673928834,0.9556534772514139,0.9552638162183114,0.9584768298521456,0.9609536895356892,0.9524676852716398,0.9590570770286563,0.9639130643605167,0.9549271752272958,0.951577190290968,0.9527393603243768,0.9545543914780079,0.9623844372202036,0.9573772929631487,0.9522882887884115,0.9553004937407061,0.9566276183039342,0.9547118191907776,0.9558968037195832,0.9582228160497396,0.9563943207282917,0.9460500323743641,0.963117934492945,0.9582236608284495,0.9607044073545902,0.9538464333264173,0.956469663287045,0.003933526351677495,78
0.0051558780670166015,0.00021907387655063367,0.03287193298339844,0.0008214722569417088,0.012328467394420659,{'var_smoothing': 0.012328467394420659},0.9535421958861479,0.9590447790714711,0.9599937707000656,0.9520384280557452,0.957674625739185,0.9589095555024922,0.9597997569050574,0.9562322850853769,0.952885595192576,0.9543768998340079,0.9573120119226269,0.9653457317671019,0.9498677564258855,0.9574188400726944,0.9527151116125465,0.9545940096667678,0.9580120737541137,0.9540621968829569,0.9605443514625917,0.9557841006155551,0.9601485789260389,0.9571797154570459,0.9557108236750892,0.9620657914067114,0.9471641215375041,0.955577330286476,0.9552299025912003,0.9584638159284072,0.9609204218627825,0.9524181669951932,0.9590376103229712,0.9638954625167132,0.9548705443197472,0.9515074627293165,0.9526790765812498,0.9545163963922342,0.962336345920385,0.9573177254975794,0.9522574054745808,0.9553580555555555,0.9565746730892342,0.9546703039813899,0.9558970661067333,0.9582766284463178,0.9563632331327596,0.9459924184305812,0.9630908145515278,0.9581970854228951,0.96067235233806,0.9538118214199262,0.9564471045410233,0.0039352289430919785,79
0.005106568336486816,0.0003006156481585148,0.033011064529418946,0.0006661040892907135,0.01519911082952933,{'var_smoothing': 0.01519911082952933},0.9534925619860679,0.9589669984399665,0.9599454456892011,0.9520175577935669,0.9576334495279595,0.9588644644599771,0.9597528902840837,0.956158580714494,0.952845066454528,0.9544177163952001,0.9572258431177098,0.9653776011910459,0.950005279426534,0.9573822196617925,0.9526355728464229,0.9545197255468247,0.9579557775110807,0.9539381003645871,0.9606173273636409,0.9557162195248472,0.960117217651524,0.9571399710011897,0.955661080532437,0.9620195014737873,0.9471043214199261,0.9556276436431548,0.9551547508313887,0.9584314142060052,0.9608951930919764,0.9523502779506865,0.9591298466788845,0.9638923393965051,0.9547875126396015,0.9514395964804729,0.9526424799425947,0.954501944049731,0.9622717710732249,0.9572770753633548,0.9522081558807365,0.9553307298474947,0.9565942442551313,0.9545955614544457,0.9558204139169775,0.9582882258080959,0.9563151991907877,0.9459355004629199,0.9630638778235945,0.9581179350208554,0.9606782650467249,0.9538276460213717,0.9564137618091023,0.003942316650002595,80
0.005213909149169922,0.00029324355933302315,0.03281217098236084,0.0006800767219432004,0.01873817422860384,{'var_smoothing': 0.01873817422860384},0.9534158932827923,0.9589552485854972,0.9598532880914734,0.9519369046591548,0.9575687418300657,0.9588637085957108,0.959744491129228,0.9561531833347214,0.9527880509195471,0.9543234356952659,0.9571370047690888,0.9653349977824839,0.9499808360542747,0.9573360230375855,0.9525779045198328,0.9544989344378647,0.9579121960186378,0.9538873113479326,0.9605491720775815,0.9557112935297578,0.9600275907115957,0.9571919856681191,0.9557929995078609,0.96198465522716,0.9470421799460528,0.9555671806528074,0.9550746896979009,0.9583857730480583,0.9608565382079683,0.9523384156378605,0.9590731973749325,0.9638507313379288,0.9547411665651996,0.9513479794943791,0.9526054092748211,0.9544426759585164,0.9621540061937122,0.957219514518207,0.9521293174802505,0.9552702171732893,0.9566197798322605,0.9545116026830736,0.9557842865454692,0.9582263752103384,0.9562651327938584,0.945867225504565,0.9630111441646424,0.9580604368977312,0.9606130841917361,0.9537521891102123,0.9563667220061801,0.003944286707574421,81
0.00510927677154541,0.00028464272848413986,0.032963528633117675,0.0007029103540552385,0.02310129700083159,{'var_smoothing': 0.02310129700083159},0.9533237250441411,0.9588462447916009,0.9597550742948269,0.9518383214988647,0.9575005961890932,0.9587992160954458,0.9596958051878834,0.9561143791539306,0.9526762371050472,0.9541919537815129,0.9570499912844894,0.9652641251194544,0.9498669676207662,0.9573300916783631,0.9525023163709931,0.9544380743828249,0.957842252432501,0.9538765171036372,0.9604934982157303,0.9556106607704811,0.9600096532011217,0.9571124430470656,0.955668581665804,0.9619099887041009,0.9470487727807173,0.955480505286342,0.9550066818543759,0.9583320792243762,0.9608626218509884,0.9523095959988936,0.9590373960594704,0.9638254775565545,0.9546384887991046,0.9512275637628658,0.9525533903067401,0.9544175091539604,0.9620023771119399,0.9571432946002385,0.9520643218810632,0.9552239350555037,0.9565629259480893,0.9544132650518229,0.9557804118906,0.9581533925035529,0.9561527928208322,0.9458751679517295,0.9629684124943841,0.9579882663391837,0.9605156773112409,0.953680677974894,0.9562996343261829,0.003942534751664923,82
0.005242767333984375,0.00033259238157293535,0.03287530422210693,0.0006448078168388296,0.02848035868435802,{'var_smoothing': 0.02848035868435802},0.9532891715571417,0.958754116606524,0.9598311862858058,0.9516508051448017,0.9574492011619465,0.9587151912571267,0.9596166536142936,0.9560109654561453,0.9525723148695502,0.9540708169934643,0.9569546899359157,0.9653093563466942,0.9497871339913612,0.9572293648004544,0.9524003593042158,0.9543650361246023,0.9577894020727327,0.9536749176670882,0.9604274928099304,0.9555093117370406,0.9599526293357993,0.9570651938138918,0.9555700727799634,0.9618904263882703,0.9470136153473735,0.955379049967104,0.9548908543053548,0.9582636487351761,0.9607836551885693,0.9522552428502266,0.9591961414061325,0.9637868258796521,0.9544991103797409,0.951096068643389,0.9525259897292253,0.9543042252548387,0.9618999190716112,0.9571692250292914,0.9519573042888816,0.9551739659197015,0.9564984980940372,0.9543355926022983,0.9557047964299565,0.9580283833561921,0.9560969061451743,0.9458538354091491,0.9628985784775324,0.9579085912075593,0.9604547950679587,0.9536274096552203,0.956229760769922,0.003959546576424673,83
0.005234417915344239,0.00034442319215090804,0.03292747020721436,0.0006317915350576084,0.03511191734215131,{'var_smoothing': 0.03511191734215131},0.9532687802819144,0.9587628502580328,0.9596917374201726,0.9514853494313948,0.9573586977383549,0.9586322946269833,0.9595232863145935,0.9559278314102059,0.9524175615202914,0.9539621379292459,0.9569106472841463,0.96520688011539,0.9496321244589877,0.95716056873694,0.9522320181899921,0.9543358654947822,0.9576557293164185,0.9534490010762969,0.9603622063234797,0.9554450852439743,0.9599517642532531,0.9569124886286906,0.9553551713247588,0.9618305872322976,0.946910686533873,0.9552053694900163,0.954990756945473,0.9581759700969226,0.9606705470094876,0.9521345639243352,0.9590955750879269,0.9637344456437672,0.9544384407204236,0.9510711890246591,0.9524449254763636,0.954166787083679,0.96182886645443,0.9571117020298681,0.9518740215319879,0.9550853243766644,0.9563751020296415,0.9542264672826593,0.9555577898016183,0.9580444177343184,0.9560505420686795,0.945725986740055,0.9628165519944367,0.9577777024734043,0.9604603535087092,0.9535366492028912,0.9561396279775377,0.003974887508903923,84
0.00521700382232666,0.0003001055762211024,0.03312462329864502,0.000453976368903988,0.04328761281083057,{'var_smoothing': 0.04328761281083057},0.9532892597095483,0.9586479129692046,0.9595342827306699,0.9513283927193191,0.9572340266106446,0.9586889064012543,0.9594114985326374,0.9557808793886625,0.9522662290586721,0.9538828471141546,0.9567830109898114,0.9652767473662894,0.9494580702766531,0.9571152570299051,0.9520592495763738,0.9541640385359844,0.9575928860439429,0.9533168169467686,0.9602517516534601,0.9554757683196738,0.9598880845413561,0.9568145530096324,0.9551037197920168,0.9616548535417268,0.9467771591970123,0.9550653147601974,0.9548774997840205,0.9580778419768807,0.96062506396418,0.952001805598783,0.9590252674984281,0.9636063456049262,0.9542743708581425,0.9509419483356307,0.9523907001072034,0.9540024039888969,0.961635457828623,0.9570125984746888,0.9517537510984712,0.9549908017775014,0.9562081827674959,0.9540680517804407,0.9554487680844366,0.9579189796132062,0.9559206223847566,0.9456062836608954,0.962679759650251,0.9576561941746469,0.9603214583809949,0.9533773307224127,0.9560256600986299,0.003989459926098124,85
0.005139064788818359,0.00025367335266147554,0.03278645992279053,0.0007748102126239233,0.0533669923120631,{'var_smoothing': 0.0533669923120631},0.9532586824744179,0.9584372540116337,0.9593638948248365,0.9510779204251538,0.9571876453297372,0.9585205425416821,0.9593068509897723,0.9557488644746293,0.9521247058836334,0.953903532524121,0.9566046903821936,0.9651191690389311,0.9493415098489782,0.9569972247766984,0.9518652483833042,0.9540365201960551,0.9574160428555081,0.9530647955983627,0.9602814250251344,0.9553199241795485,0.9597530701212339,0.9566739059170345,0.9549513852149154,0.9615316415684629,0.9468300006916349,0.9549901728730987,0.9546942584312772,0.9579731586048676,0.9605780217888796,0.9519415132102225,0.9589874230551004,0.9634327956014234,0.9540370926169089,0.950687146465851,0.9523746543555698,0.9539272956589938,0.9614831715317134,0.9569260298493211,0.9516736112141848,0.9550553529065949,0.9560563585714977,0.9539184096601575,0.9553084275405768,0.9577373822261895,0.9558337213403881,0.9455708350163464,0.9624590327763262,0.9574445374753022,0.9602851442057382,0.9532221845281323,0.9559062835756456,0.003977596164223872,86
